Algorithm J n K EbN0db error
LDPC+NNLS 14 2048 200 2.5000000000000004 0.14
LDPC+NNLS 14 2048 200 2.5000000000000004 0.16000000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.4000000000000004 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 0.9 0.05999999999999999
LDPC+NNLS 14 2048 200 1.0 0.235
LDPC+NNLS 14 2048 200 1.0 0.275
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.010000000000000002
LDPC+NNLS 14 2048 200 1.1 0.34
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.035
LDPC+NNLS 14 2048 200 2.5000000000000004 0.295
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 2.6 0.125
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.005
LDPC+Glauber_InitNNLS 14 2048 200 0.9 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.025000000000000005
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.010000000000000002
LDPC+NNLS 14 2048 200 2.6 0.22500000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.085
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.014999999999999998
LDPC+NNLS 14 2048 200 1.1 0.34
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.035
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.045
LDPC+NNLS 14 2048 200 2.6 0.17
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.055
LDPC+NNLS 14 2048 200 1.0 0.27
LDPC+NNLS 14 2048 200 2.5000000000000004 0.175
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.0
LDPC+NNLS 14 2048 200 2.6 0.17
LDPC+NNLS 14 2048 200 2.6 0.145
LDPC+NNLS 14 2048 200 2.5000000000000004 0.195
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+NNLS 14 2048 200 2.7 0.135
LDPC+NNLS 14 2048 200 1.1 0.30499999999999994
LDPC+NNLS 14 2048 200 2.6 0.08
LDPC+NNLS 14 2048 200 1.1 0.285
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.0 0.4100000000000001
LDPC+NNLS 14 2048 200 1.1 0.31500000000000006
LDPC+NNLS 14 2048 200 1.0 0.285
LDPC+NNLS 14 2048 200 1.1 0.32
LDPC+NNLS 14 2048 200 1.1 0.285
LDPC+NNLS 14 2048 200 1.2000000000000002 0.30499999999999994
LDPC+NNLS 14 2048 200 1.1 0.235
LDPC+NNLS 14 2048 200 1.1 0.32
LDPC+NNLS 14 2048 200 2.7 0.23
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.010000000000000002
LDPC+NNLS 14 2048 200 1.1 0.39000000000000007
LDPC+NNLS 14 2048 200 2.6 0.18
LDPC+NNLS 14 2048 200 2.7 0.09500000000000001
LDPC+NNLS 14 2048 200 2.6 0.15
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.04000000000000001
LDPC+NNLS 14 2048 200 2.8000000000000003 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.1 0.285
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+NNLS 14 2048 200 1.0 0.35
LDPC+NNLS 14 2048 200 2.5000000000000004 0.205
LDPC+NNLS 14 2048 200 2.7 0.12999999999999998
LDPC+NNLS 14 2048 200 1.2000000000000002 0.265
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 2.6 0.28
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.025000000000000005
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.035
LDPC+NNLS 14 2048 200 1.1 0.21499999999999997
LDPC+NNLS 14 2048 200 2.6 0.165
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.11499999999999998
LDPC+NNLS 14 2048 200 1.0 0.295
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.055
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.010000000000000002
LDPC+NNLS 14 2048 200 1.2000000000000002 0.23
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.035
LDPC+NNLS 14 2048 200 2.6 0.18
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.2000000000000002 0.265
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 1.2000000000000002 0.25000000000000006
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.1 0.34
LDPC+NNLS 14 2048 200 2.7 0.16000000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.6 0.18499999999999997
LDPC+NNLS 14 2048 200 2.6 0.15499999999999997
LDPC+NNLS 14 2048 200 1.3000000000000003 0.27
LDPC+NNLS 14 2048 200 2.7 0.18499999999999997
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.07
LDPC+NNLS 14 2048 200 1.1 0.20000000000000004
LDPC+NNLS 14 2048 200 2.6 0.205
LDPC+Glauber_InitNNLS 14 2048 200 2.5000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.045
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.010000000000000002
LDPC+NNLS 14 2048 200 1.1 0.355
LDPC+NNLS 14 2048 200 2.7 0.17
LDPC+NNLS 14 2048 200 2.6 0.23999999999999996
LDPC+NNLS 14 2048 200 2.7 0.195
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.0 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.029999999999999995
LDPC+NNLS 14 2048 200 2.6 0.12999999999999998
LDPC+NNLS 14 2048 200 2.6 0.125
LDPC+NNLS 14 2048 200 1.2000000000000002 0.30499999999999994
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.07500000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 2.7 0.08
LDPC+NNLS 14 2048 200 1.1 0.265
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.014999999999999998
LDPC+NNLS 14 2048 200 2.7 0.18999999999999997
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.045
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 1.2000000000000002 0.27
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.2000000000000002 0.22500000000000003
LDPC+NNLS 14 2048 200 2.7 0.21
LDPC+NNLS 14 2048 200 1.3000000000000003 0.23999999999999996
LDPC+NNLS 14 2048 200 1.2000000000000002 0.25999999999999995
LDPC+NNLS 14 2048 200 2.7 0.135
LDPC+NNLS 14 2048 200 1.1 0.25999999999999995
LDPC+NNLS 14 2048 200 1.1 0.295
LDPC+NNLS 14 2048 200 1.2000000000000002 0.245
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.010000000000000002
LDPC+NNLS 14 2048 200 1.2000000000000002 0.27
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.035
LDPC+NNLS 14 2048 200 2.8000000000000003 0.10000000000000002
LDPC+NNLS 14 2048 200 2.8000000000000003 0.205
LDPC+NNLS 14 2048 200 2.8000000000000003 0.105
LDPC+NNLS 14 2048 200 1.2000000000000002 0.345
LDPC+NNLS 14 2048 200 1.2000000000000002 0.23999999999999996
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 2.7 0.195
LDPC+NNLS 14 2048 200 2.8000000000000003 0.265
LDPC+NNLS 14 2048 200 2.7 0.15
LDPC+NNLS 14 2048 200 1.2000000000000002 0.38500000000000006
LDPC+NNLS 14 2048 200 1.3000000000000003 0.245
LDPC+NNLS 14 2048 200 2.6 0.17
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.014999999999999998
LDPC+NNLS 14 2048 200 2.9000000000000004 0.17
LDPC+NNLS 14 2048 200 1.2000000000000002 0.37500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 200 1.2000000000000002 0.28
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 2.7 0.12999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.04000000000000001
LDPC+NNLS 14 2048 200 1.1 0.285
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.045
LDPC+NNLS 14 2048 200 1.3000000000000003 0.31500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.045
LDPC+NNLS 14 2048 200 2.7 0.22500000000000003
LDPC+NNLS 14 2048 200 1.1 0.32499999999999996
LDPC+NNLS 14 2048 200 2.8000000000000003 0.08999999999999998
LDPC+NNLS 14 2048 200 2.8000000000000003 0.135
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.02
LDPC+NNLS 14 2048 200 2.7 0.245
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.010000000000000002
LDPC+NNLS 14 2048 200 2.7 0.175
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.7 0.135
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 1.2000000000000002 0.36499999999999994
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.010000000000000002
LDPC+NNLS 14 2048 200 1.3000000000000003 0.30000000000000004
LDPC+Glauber_InitNNLS 14 2048 200 2.6 0.0
LDPC+NNLS 14 2048 200 1.3000000000000003 0.345
LDPC+NNLS 14 2048 200 1.2000000000000002 0.32499999999999996
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.355
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.05000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.035
LDPC+NNLS 14 2048 200 1.2000000000000002 0.295
LDPC+NNLS 14 2048 200 2.7 0.23
LDPC+NNLS 14 2048 200 2.7 0.18
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.1 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.8000000000000003 0.17
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.8000000000000003 0.195
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.005
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.04000000000000001
LDPC+NNLS 14 2048 200 2.8000000000000003 0.145
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.045
LDPC+NNLS 14 2048 200 2.7 0.18
LDPC+NNLS 14 2048 200 1.2000000000000002 0.25500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.02
LDPC+NNLS 14 2048 200 2.7 0.285
LDPC+NNLS 14 2048 200 1.3000000000000003 0.37
LDPC+NNLS 14 2048 200 2.8000000000000003 0.18
LDPC+NNLS 14 2048 200 2.8000000000000003 0.08999999999999998
LDPC+NNLS 14 2048 200 1.3000000000000003 0.245
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.035
LDPC+NNLS 14 2048 200 1.3000000000000003 0.22500000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.8000000000000003 0.135
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.9000000000000004 0.11999999999999998
LDPC+NNLS 14 2048 200 2.9000000000000004 0.12999999999999998
LDPC+NNLS 14 2048 200 1.2000000000000002 0.32
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 1.3000000000000003 0.25500000000000006
LDPC+NNLS 14 2048 200 1.3000000000000003 0.38500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.010000000000000002
LDPC+NNLS 14 2048 200 1.3000000000000003 0.395
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.029999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 1.3000000000000003 0.27
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.7 0.11999999999999998
LDPC+NNLS 14 2048 200 1.3000000000000003 0.32
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25500000000000006
LDPC+NNLS 14 2048 200 2.9000000000000004 0.18499999999999997
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 200 2.8000000000000003 0.165
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 3.0000000000000004 0.08999999999999998
LDPC+NNLS 14 2048 200 2.8000000000000003 0.135
LDPC+NNLS 14 2048 200 1.2000000000000002 0.285
LDPC+NNLS 14 2048 200 2.9000000000000004 0.18
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 1.3000000000000003 0.265
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.02
LDPC+NNLS 14 2048 200 1.3000000000000003 0.32499999999999996
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 1.3000000000000003 0.32499999999999996
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.014999999999999998
LDPC+NNLS 14 2048 200 2.9000000000000004 0.15499999999999997
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.025000000000000005
LDPC+NNLS 14 2048 200 1.2000000000000002 0.29000000000000004
LDPC+NNLS 14 2048 200 1.2000000000000002 0.31
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.029999999999999995
LDPC+NNLS 14 2048 200 2.8000000000000003 0.15499999999999997
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.07500000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.7 0.0
LDPC+NNLS 14 2048 200 2.9000000000000004 0.18
LDPC+NNLS 14 2048 200 1.4000000000000001 0.33000000000000007
LDPC+NNLS 14 2048 200 2.8000000000000003 0.11
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 2.8000000000000003 0.22
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.045
LDPC+NNLS 14 2048 200 1.3000000000000003 0.28
LDPC+NNLS 14 2048 200 2.8000000000000003 0.195
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.010000000000000002
LDPC+NNLS 14 2048 200 2.8000000000000003 0.18
LDPC+NNLS 14 2048 200 1.4000000000000001 0.37500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 1.5000000000000002 0.31500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 2.8000000000000003 0.175
LDPC+NNLS 14 2048 200 2.9000000000000004 0.10000000000000002
LDPC+NNLS 14 2048 200 1.3000000000000003 0.32
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.029999999999999995
LDPC+NNLS 14 2048 200 1.3000000000000003 0.28
LDPC+Glauber_InitNNLS 14 2048 200 1.2000000000000002 0.029999999999999995
LDPC+NNLS 14 2048 200 2.8000000000000003 0.125
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.05000000000000001
LDPC+NNLS 14 2048 200 2.8000000000000003 0.22500000000000003
LDPC+NNLS 14 2048 200 2.9000000000000004 0.15499999999999997
LDPC+NNLS 14 2048 200 2.8000000000000003 0.125
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.9000000000000004 0.165
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.035
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.21499999999999997
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.005
LDPC+NNLS 14 2048 200 2.9000000000000004 0.05999999999999999
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.275
LDPC+NNLS 14 2048 200 1.3000000000000003 0.285
LDPC+Glauber_InitNNLS 14 2048 200 1.5000000000000002 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.04000000000000001
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 2.9000000000000004 0.195
LDPC+NNLS 14 2048 200 1.4000000000000001 0.355
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.014999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.010000000000000002
LDPC+NNLS 14 2048 200 1.5000000000000002 0.30499999999999994
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.04000000000000001
LDPC+NNLS 14 2048 200 3.0000000000000004 0.18999999999999997
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 2.9000000000000004 0.16000000000000003
LDPC+NNLS 14 2048 200 3.0000000000000004 0.16000000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.245
LDPC+NNLS 14 2048 200 1.3000000000000003 0.17
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.005
LDPC+NNLS 14 2048 200 3.0000000000000004 0.11
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25500000000000006
LDPC+NNLS 14 2048 200 1.5000000000000002 0.205
LDPC+NNLS 14 2048 200 1.3000000000000003 0.275
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25500000000000006
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+NNLS 14 2048 200 2.8000000000000003 0.175
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.02
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.025000000000000005
LDPC+NNLS 14 2048 200 1.4000000000000001 0.27
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.055
LDPC+NNLS 14 2048 200 3.0000000000000004 0.11
LDPC+NNLS 14 2048 200 2.9000000000000004 0.17
LDPC+Glauber_InitNNLS 14 2048 200 1.5000000000000002 0.02
LDPC+NNLS 14 2048 200 1.4000000000000001 0.345
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.005
LDPC+NNLS 14 2048 200 1.4000000000000001 0.25999999999999995
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.010000000000000002
LDPC+NNLS 14 2048 200 1.5000000000000002 0.21
LDPC+NNLS 14 2048 200 2.9000000000000004 0.175
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.005
LDPC+NNLS 14 2048 200 1.3000000000000003 0.165
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.025000000000000005
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.0
LDPC+NNLS 14 2048 200 1.4000000000000001 0.36499999999999994
LDPC+NNLS 14 2048 200 1.4000000000000001 0.295
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.5000000000000002 0.045
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.02
LDPC+NNLS 14 2048 200 3.0000000000000004 0.16000000000000003
LDPC+Glauber_InitNNLS 14 2048 200 2.8000000000000003 0.0
LDPC+NNLS 14 2048 200 1.3000000000000003 0.275
LDPC+NNLS 14 2048 200 2.9000000000000004 0.15
LDPC+NNLS 14 2048 200 2.9000000000000004 0.11999999999999998
LDPC+NNLS 14 2048 200 2.9000000000000004 0.22500000000000003
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.010000000000000002
LDPC+NNLS 14 2048 200 3.0000000000000004 0.25000000000000006
LDPC+NNLS 14 2048 200 2.9000000000000004 0.11999999999999998
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.0
LDPC+NNLS 14 2048 200 1.5000000000000002 0.22500000000000003
LDPC+NNLS 14 2048 200 1.5000000000000002 0.295
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.005
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.02
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.005
LDPC+NNLS 14 2048 200 1.4000000000000001 0.35
LDPC+Glauber_InitNNLS 14 2048 200 1.5000000000000002 0.029999999999999995
LDPC+NNLS 14 2048 200 2.9000000000000004 0.22500000000000003
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.029999999999999995
LDPC+NNLS 14 2048 200 1.4000000000000001 0.27
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.02
LDPC+NNLS 14 2048 200 3.0000000000000004 0.18499999999999997
LDPC+NNLS 14 2048 200 2.9000000000000004 0.15
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.04000000000000001
LDPC+NNLS 14 2048 200 3.0000000000000004 0.18
LDPC+Glauber_InitNNLS 14 2048 200 1.4000000000000001 0.025000000000000005
LDPC+Glauber_InitNNLS 14 2048 200 3.0000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.010000000000000002
LDPC+Glauber_InitNNLS 14 2048 200 1.3000000000000003 0.045
LDPC+Glauber_InitNNLS 14 2048 200 2.9000000000000004 0.0
